ID,SMILES,CID,MolecularFormula,MolecularWeight,XLogP,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount
T0023,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],7010,C19H32BrNO2,386.4,,26.3,319,0,3,10
T0024,CCC1(c2ccccc2)C(=O)NCNC1=O,4909,C12H14N2O2,218.25,0.9,58.2,279,2,2,2
T0025,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3559,C21H23ClFNO2,375.9,3.2,40.5,451,1,4,6
T0026,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,9047,C11H12N4O3S,280.31,0.7,116,376,2,7,4
T0027,CCCCC(CC)COC(=O)c1ccccc1O,8364,C15H22O3,250.33,5.7,46.5,240,1,3,8
T0028,NCC(O)CC(=O)O,2149,C4H9NO3,119.12,-4.1,83.6,83,3,4,3
T0030,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,64737,C18H29ClN2O,324.9,,32.3,321,2,2,5
T0031,Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,60853,C21H24Cl2N4O2S,467.4,,77.7,573,3,6,4
T0031L,Cl.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,219099,C21H22Cl2N4OS,449.4,,76.7,573,2,5,4
T0031L2,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,60854,C21H21ClN4OS,412.9,4,76.7,573,1,5,4
T0032,O=C[C@H](O)[C@@H](O)[C@H](O)CO,644160,C5H10O5,150.13,-2.3,98,104,4,5,4
T0033,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,3599,C21H46NO4P,407.6,6.7,58.6,363,0,4,20
T0034,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,5745,C23H30O6,402.5,2.1,97.7,827,1,6,4
T0036,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,10114,C30H46O4,470.7,6.4,74.6,965,2,4,1
T0039,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,71353,C21H23NO,305.4,5.1,12.5,337,0,2,6
T0042,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl,5282386,C16H25ClN2,280.83,,24.4,302,2,1,3
T0043,CC(C)CCCC(C)N,10982,C8H19N,129.24,2.3,26,59,1,1,4
T0044,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,4621,C28H41N3O3,467.6,3.8,64.1,585,1,4,12
T0045,CC(N)CCCC(C)(C)O.Cl,10969,C8H20ClNO,181.70,,46.3,91,3,2,4
T0048,CCN(CC)C(=O)c1cccnc1,5497,C10H14N2O,178.23,0.3,33.2,166,0,2,3
T0049,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],23685176,C20H22N5NaO6S,483.5,,176,851,3,7,5
T0050,Cc1c(N)c(=O)n(-c2ccccc2)n1C,2151,C11H13N3O,203.24,0.1,49.6,305,1,3,1
T0051,CCOC(N)=O,5641,C3H7NO2,89.09,-0.2,52.3,52,1,2,2
T0053,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,25096,C44H43ClN2O8,763.3,,151,945,5,10,12
T0054,CCN(CC)C(=S)SSC(=S)N(CC)CC,3117,C10H20N2S4,296.5,3.9,121,201,0,4,7
T0055,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,3474,C19H17ClN2O4,372.8,3.5,91.7,467,3,6,7
T0056,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,9936727,C26H41NO10,527.6,,171,559,4,11,18
T0058,CCOc1ccccc1C(N)=O,3282,C9H11NO2,165.19,1.2,52.3,159,1,2,3
T0059,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,66063,C19H24ClNO,317.9,,12.5,268,1,2,4
T0060,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O,176534011,C21H41N7O16S,679.7,,417,1010,15,19,10
T0061,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,2797,C10H11ClO3,214.64,2.6,46.5,207,1,3,3
T0062,Nc1nc(O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,135444779,C19H19N7O6,441.4,-1.1,209,767,6,10,9
T0064,Nc1ncnc2nc[nH]c12,190,C5H5N5,135.13,-0.1,80.5,127,2,4,0
T0066,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,3037,C13H10Cl2O2,269.12,4.3,40.5,226,2,2,2
T0067,O=C(O)c1ccc[n+]([O-])c1,16976,C6H5NO3,139.11,-0.6,62.8,137,1,3,1
T0068,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,67356,C22H28Cl2F3N3OS,510.4,,55.3,544,3,8,6
T0069,O=c1cc[nH]c(=O)[nH]1,1174,C4H4N2O2,112.09,-1.1,58.2,161,2,2,0
T0070,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,4740,C13H18N4O3,278.31,0.3,75.5,426,0,4,5
T0071,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,8362,C16H22O3,262.34,5,46.5,324,1,3,3
T0072,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1.Cl,5763,C20H26ClNO2,347.9,,29.5,311,1,3,9
T0073,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,21630,C18H26O3,290.4,5.3,35.5,304,0,3,10
T0075,O=C(NCCO[N+](=O)[O-])c1cccnc1,47528,C8H9N3O4,211.17,0.8,97,228,1,5,4
T0076,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,115237,C23H27FN4O3,426.5,2.2,82.2,764,1,7,4
T0078,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,208908,C29H26ClFN4O4S,581.1,5.1,115,898,2,9,11
T0078L,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,11557040,C43H44ClFN4O11S3,943.5,,241,1100,5,16,13
T0080,CCN(CC)c1cc(C)nc2ncnn12,5531,C10H15N5,205.26,1.7,46.3,206,0,4,3
T0082,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,3151,C22H24ClN5O2,425.9,3.9,67.9,655,2,3,5
T0083,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,443872,C24H30O6,414.5,1.4,82.2,907,0,6,2
T0084,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,4235,C13H17ClN2O2,268.74,1.5,41.6,262,1,3,4
T0085,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)nc(N)[nH]c21.O,135526609,C12H17N5O4,295.29,,127,480,5,6,2
T0085L,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,135398508,C12H15N5O3,277.28,-1.3,126,480,4,5,2
T0086,Br.COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,121587,C17H22BrNO3,368.3,,41.9,440,2,4,1
T0087,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.O.[Na+],6419954,C8H11N2NaO4S,254.24,,87.6,304,2,6,2
T0087L,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.[Na+],4022878,C8H9N2NaO3S,236.23,,86.6,304,1,5,2
T0088,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1.Cl,167980,C20H30ClN5O3,423.9,,68.4,588,2,6,7
T0089,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,55182,C21H27Cl3N2O3,461.8,,53,443,3,5,8
T0090,Cl.N=C(N)NC(=N)N1CCOCC1,76621,C6H14ClN5O,207.66,,101,192,4,2,2
T0091,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl,71764,C19H28ClN5O4,425.9,,112,511,3,8,8
T0092,Cl.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,17275,C17H20ClN3,301.8,,27.6,314,2,2,5
T0093,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,406563,C28H24ClF3N4O6S,637.0,,155,853,4,10,6
T0093L,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,216239,C21H16ClF3N4O3,464.8,4.1,92.4,646,3,7,5
T0094,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,5281004,C25H34O6,430.5,2.5,93.1,862,2,6,4
T0095,Cl.Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,77082,C16H22Cl3N3O2,394.7,,58.4,380,2,4,9
T0096,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,135400189,C23H32N6O4S,488.6,2.5,118,854,1,8,8
T0097,O=C(NCCCNc1nc(Nc2cccc(CN3CCOCC3)c2)ncc1C1CC1)C1CCC1,44464263,C26H36N6O2,464.6,4,91.4,637,3,7,11
T0097L,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,10113978,C21H23N7O2S,437.5,3.1,127,717,2,8,5
T0098,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O.[Br-],16738693,C20H32BrNO4,430.4,,47.5,430,2,5,6
T0099,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,443878,C26H37NO7,475.6,,139,474,5,8,10
T0100,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,158550,C38H54N6O11S,802.9,,254,1190,7,13,18
T0100L,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,148192,C38H52N6O7,704.9,5.6,171,1110,5,9,18
T0101,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,62978,C24H29N5O8S,547.6,,175,770,2,12,4
T0103,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1.Cl,71486,C19H30ClNO5,387.9,,84.9,463,3,6,9
T0104,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12.Cl,9958103,C22H26BrClN2O3S,513.9,,80,546,2,5,8
T0106,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,4100,C5H8N4O3S2,236.3,0.1,139,419,1,6,1
T0107,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,443943,C24H32ClFO5,455.0,3.6,72.8,887,1,6,2
T0108,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,2471,C17H20N2O5S,364.4,2.8,127,528,3,7,8
T0109,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,4238,C9H14N4O4,242.23,2.2,87,270,0,7,4
T0110,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,24066,C9H13N3O3,211.22,-1.3,88.2,327,2,3,2
T0111,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,216457,C27H32N2O6,480.6,,107,617,2,7,6
T0112,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,62920,C22H27ClN2O4S,451.0,,84.4,565,1,6,7
T0113,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,22529,C48H48N4O6S2,841.1,,142,799,2,8,6
T0114,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,5560,C8H8Cl3N3O4S2,380.7,0.6,135,571,3,7,2
T0115,Cl.c1ccc2c(c1)OCC(C1=NCCN1)O2,154494,C11H13ClN2O2,240.68,,42.9,267,2,3,1
T0117,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,71773,C23H33NO7S2,499.6,,134,500,2,7,10
T0118,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,65906,C24H25FN6O,432.5,3.2,65.8,728,1,5,5
T0119,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,4507,C18H20N2O6,360.4,2.9,110,661,1,7,6
T0120,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,71616,C16H14F3N5O,349.31,1.5,76.7,448,1,8,5
T0121,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,65948,C33H34N4O6,582.6,6,140,1080,2,9,10
T0122,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,66065,C14H16O9,328.27,-1,146,458,5,9,2
T0123,Nc1ccc(S(N)(=O)=O)cc1,5333,C6H8N2O2S,172.21,-0.6,94.6,211,2,4,1
T0125,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl,65348,C27H30ClNO11,580.0,,206,977,7,12,5
T0126,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,3019,C8H7ClN2O2S,230.67,1.2,66.9,360,1,3,0
T0127,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,3476,C24H34N4O5S,490.6,3.9,133,895,3,5,7
T0128,C=CC(N)CCC(=O)O,5665,C6H11NO2,129.16,-2.2,63.3,112,2,3,4
T0129,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3.[Cl-],68635,C20H14ClNO4,367.8,,40.8,530,0,5,0
T0130,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)c1ccccc1O,657348,C22H27N3O5,413.5,,102,535,3,7,3
T0131,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,10206,C37H38N2O6,606.7,6.5,61.9,994,0,8,2
T0132,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,36462,C29H32O13,588.6,0.6,161,969,3,13,5
T0134,CC(C)Cn1cnc2c(N)nc3ccccc3c21,57469,C14H16N4,240.30,2.6,56.7,294,1,3,2
T0135,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,13791,C23H32O3,356.5,6,46.5,518,1,3,5
T0136,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,13804,C14H26N4O11P2,488.32,-4,214,821,4,11,10
T0137,CN1CCN2c3ncccc3Cc3ccccc3C2C1,4205,C17H19N3,265.35,3.3,19.4,345,0,3,0
T0138,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,636405,C25H24N8O7S2,612.6,-0.1,259,1270,5,13,9
T0141,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1,21743,C20H18N4O5S2,458.5,0.7,190,806,2,7,6
T0142,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,68844,C12H21N3O5S3,383.5,-0.3,164,598,2,9,7
T0144,Cc1cccc(C)c1NC(=O)c1ccccc1C(=O)O,71895,C16H15NO3,269.29,3,66.4,359,2,3,3
T0145,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,3378865,C17H17Cl2NO4,370.2,3.5,64.6,561,1,5,5
T0146,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,5482,C16H13Cl3N2OS,387.7,5.3,55.3,379,0,3,6
T0150,CC(O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,18497,C15H22N2O4S,326.4,2.1,104,460,3,4,4
T0151,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,8395,C19H16O5,324.3,4.2,61.8,492,0,5,6
T0153,Cc1c(-c2cnccn2)ssc1=S,47318,C8H6N2S3,226.3,1.1,108,262,0,5,1
T0154,Cl.O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,11626384,C22H26ClF2NO4,441.9,,71,483,4,7,6
T0155,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,92722,C23H36N6O5S,508.6,1.3,189,887,5,8,9
T0156,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-],441351,C32H53BrN2O4,609.7,,59,898,1,6,6
T0157,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1.Cl,56704,C19H29ClN2O4,384.9,,67.9,410,2,5,10
T0158,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,51082,C22H30Cl2N4O6,517.4,,163,571,10,10,12
T0159,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,4888,C15H13NO3,255.27,2.7,59.4,346,1,4,2
T0160,O=C1CN2Cc3c(ccc(Cl)c3Cl)NC2=N1,135409400,C10H7Cl2N3O,256.08,1.6,44.7,360,1,2,0
T0161,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC.O.[Na+],23684923,C16H16F2N3NaO5S,423.4,,91.8,497,1,11,7
T0162,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,5002,C21H25N3O2S,383.5,2.1,73.6,496,1,5,6
T0163,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],4499,C20H24N2O6,388.4,3.3,110,704,1,7,7
T0164,N[C@@H]1CCCC[C@H]1N.O=C1[O][Pt][O]C1=O,5310940,C8H16N2O4Pt,399.31,,127,139,4,6,0
T0165,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,5639,C20H29N5O3,387.5,1.5,68.4,588,1,6,7
T0166,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],27350,C35H60Br2N2O4,732.7,,52.6,1000,0,6,6
T0167,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,443955,C22H26N2O2,350.5,4.1,34.5,617,0,3,4
T0168,C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2OC(=O)CCC1CCCC1,5702051,C26H36O3,396.6,7.1,46.5,597,1,3,5
T0169,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,71157,C14H18N2O2,246.30,1.4,49.4,320,1,2,3
T0170,C[C@@H]1O[C@@H]1P(=O)([O-])[O-].[Ca+2],93095,C3H5CaO4P,176.12,,75.7,127,0,4,0
T0172,CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,71478,C20H24ClN,313.9,,12,339,2,1,4
T0173,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,5702098,C19H26ClNO2,335.9,,52.5,296,4,3,7
T0174,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl.Cl.O.O.O,11954233,C42H50Cl2N2O3,701.8,,9.5,423,5,5,0
T0175,Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,16230,C6H9Cl2N7O,266.09,,159,279,5,5,1
T0175L,Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N.O.O,68540,C6H13Cl2N7O3,302.12,,161,279,7,7,1
T0179,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,9871419,C23H28F2N6O4S,522.6,2,164,736,4,12,10
T0180,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,5362123,C24H29ClN2O5,460.9,,95.9,619,3,6,10
T0181,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,444025,C24H31ClO7,466.9,3.9,99.1,882,1,7,7
T0182,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,60606,C16H16ClNO2S,321.8,3.8,57.8,381,0,4,4
T0182L,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,115366,C16H18ClNO6S2,419.9,,141,463,2,8,4
T0182L2,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,16757820,C16H18ClNO6S2,419.9,,141,463,2,8,4
T0183,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,51712,C14H27N3O2,269.38,0.8,52.7,308,1,3,7
T0184,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1.O.O.[Ca+2],64747,C30H30CaO8,558.6,,101,265,2,8,6
T0186,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,148123,C43H59NO17,861.9,,227,1660,8,17,13
T0187,CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1.Cl,54259,C21H36ClNO,354.0,,12.5,336,1,2,6
T0188,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,444036,C25H31F3O5S,500.6,4,106,984,1,9,6
T0189,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,135410875,C20H21N5O6,427.4,0.2,187,748,6,7,9
T0189L,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+],135413520,C20H19N5Na2O6,471.4,,193,737,4,7,7
T0190,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,5311497,C45H54N4O8,778.9,3.6,134,1690,2,11,10
T0192,CC[C@@H](C(N)=O)N1CCCC1=O,5284583,C8H14N2O2,170.21,-0.3,63.4,203,1,2,3
T0193,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl.Cl,150762,C35H40Cl2N4O6,683.6,,117,1090,3,9,11
T0194,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,64927,C18H32ClN3O8P2,515.9,,184,358,7,11,8
T0195,Cc1ncc([N+](=O)[O-])n1CC(C)O,71815,C7H11N3O3,185.18,0.2,83.9,194,1,4,2
T0196,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,3033,C14H11Cl2NO2,296.1,4.4,49.3,304,2,3,4
T0197,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl,44383,C19H26ClN5O4,423.9,,103,544,2,8,4
T0198,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSC(=O)c3ccco3)CS[C@H]12)c1csc(N)n1.[Na+],71433771,C19H16N5NaO7S3,545.6,,259,952,2,13,9
T0199,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,2673,C16H19N3O4S,349.4,0.4,138,697,3,6,4
T0200,O=C(O)CCCCC1CCSS1,864,C8H14O2S2,206.3,1.7,87.9,150,1,4,5
T0201,CCC1(c2cccc(O)c2)CCCCN(C)C1.Cl,65483,C15H24ClNO,269.81,,23.5,243,2,2,2
T0202,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,67686,C17H18N2S2,314.5,4.3,63.9,336,0,3,4
